"CLDR.Short.Name";"Code";"R.Encoding"
"left luggage";"U+1F6C5";"<f0><9f><9b><85>"
"warning";"U+26A0";"<f0><82><9a><a0>"
"children crossing";"U+1F6B8";"<f0><9f><9a><b8>"
"no entry";"U+26D4";"<f0><82><9b><94>"
"prohibited";"U+1F6AB";"<f0><9f><9a><ab>"
"no bicycles";"U+1F6B3";"<f0><9f><9a><b3>"
"no smoking";"U+1F6AD";"<f0><9f><9a><ad>"
"no littering";"U+1F6AF";"<f0><9f><9a><af>"
"non-potable water";"U+1F6B1";"<f0><9f><9a><b1>"
"no pedestrians";"U+1F6B7";"<f0><9f><9a><b7>"
"no mobile phones";"U+1F4F5";"<f0><9f><93><b5>"
"no one under eighteen";"U+1F51E";"<f0><9f><94><9e>"
"radioactive";"U+2622";"<f0><82><98><a2>"
"biohazard";"U+2623";"<f0><82><98><a3>"
"up arrow";"U+2B06";"<f0><82><ac><86>"
"up-right arrow";"U+2197";"<f0><82><86><97>"
"right arrow";"U+27A1";"<f0><82><9e><a1>"
"down-right arrow";"U+2198";"<f0><82><86><98>"
"down arrow";"U+2B07";"<f0><82><ac><87>"
"down-left arrow";"U+2199";"<f0><82><86><99>"
"left arrow";"U+2B05";"<f0><82><ac><85>"
"up-left arrow";"U+2196";"<f0><82><86><96>"
"up-down arrow";"U+2195";"<f0><82><86><95>"
"left-right arrow";"U+2194";"<f0><82><86><94>"
"right arrow curving left";"U+21A9";"<f0><82><86><a9>"
"left arrow curving right";"U+21AA";"<f0><82><86><aa>"
"right arrow curving up";"U+2934";"<f0><82><a4><b4>"
"right arrow curving down";"U+2935";"<f0><82><a4><b5>"
"clockwise vertical arrows";"U+1F503";"<f0><9f><94><83>"
"counterclockwise arrows button";"U+1F504";"<f0><9f><94><84>"
"BACK arrow";"U+1F519";"<f0><9f><94><99>"
"END arrow";"U+1F51A";"<f0><9f><94><9a>"
"ON! arrow";"U+1F51B";"<f0><9f><94><9b>"
"SOON arrow";"U+1F51C";"<f0><9f><94><9c>"
"TOP arrow";"U+1F51D";"<f0><9f><94><9d>"
"place of worship";"U+1F6D0";"<f0><9f><9b><90>"
"atom symbol";"U+269B";"<f0><82><9a><9b>"
"om";"U+1F549";"<f0><9f><95><89>"
"star of David";"U+2721";"<f0><82><9c><a1>"
"wheel of dharma";"U+2638";"<f0><82><98><b8>"
"yin yang";"U+262F";"<f0><82><98><af>"
"latin cross";"U+271D";"<f0><82><9c><9d>"
"orthodox cross";"U+2626";"<f0><82><98><a6>"
"star and crescent";"U+262A";"<f0><82><98><aa>"
"peace symbol";"U+262E";"<f0><82><98><ae>"
"menorah";"U+1F54E";"<f0><9f><95><8e>"
"dotted six-pointed star";"U+1F52F";"<f0><9f><94><af>"
"Aries";"U+2648";"<f0><82><99><88>"
"Taurus";"U+2649";"<f0><82><99><89>"
"Gemini";"U+264A";"<f0><82><99><8a>"
"Cancer";"U+264B";"<f0><82><99><8b>"
"Leo";"U+264C";"<f0><82><99><8c>"
"Virgo";"U+264D";"<f0><82><99><8d>"
"Libra";"U+264E";"<f0><82><99><8e>"
"Scorpius";"U+264F";"<f0><82><99><8f>"
"Sagittarius";"U+2650";"<f0><82><99><90>"
"Capricorn";"U+2651";"<f0><82><99><91>"
"Aquarius";"U+2652";"<f0><82><99><92>"
"Pisces";"U+2653";"<f0><82><99><93>"
"Ophiuchus";"U+26CE";"<f0><82><9b><8e>"
"shuffle tracks button";"U+1F500";"<f0><9f><94><80>"
"repeat button";"U+1F501";"<f0><9f><94><81>"
"repeat single button";"U+1F502";"<f0><9f><94><82>"
"play button";"U+25B6";"<f0><82><96><b6>"
"fast-forward button";"U+23E9";"<f0><82><8f><a9>"
"next track button";"U+23ED";"<f0><82><8f><ad>"
"play or pause button";"U+23EF";"<f0><82><8f><af>"
"reverse button";"U+25C0";"<f0><82><97><80>"
"fast reverse button";"U+23EA";"<f0><82><8f><aa>"
"last track button";"U+23EE";"<f0><82><8f><ae>"
"up button";"U+1F53C";"<f0><9f><94><bc>"
"fast up button";"U+23EB";"<f0><82><8f><ab>"
"down button";"U+1F53D";"<f0><9f><94><bd>"
"fast down button";"U+23EC";"<f0><82><8f><ac>"
"pause button";"U+23F8";"<f0><82><8f><b8>"
"stop button";"U+23F9";"<f0><82><8f><b9>"
"record button";"U+23FA";"<f0><82><8f><ba>"
"eject button";"U+23CF";"<f0><82><8f><8f>"
"cinema";"U+1F3A6";"<f0><9f><8e><a6>"
"dim button";"U+1F505";"<f0><9f><94><85>"
"bright button";"U+1F506";"<f0><9f><94><86>"
"antenna bars";"U+1F4F6";"<f0><9f><93><b6>"
"vibration mode";"U+1F4F3";"<f0><9f><93><b3>"
"mobile phone off";"U+1F4F4";"<f0><9f><93><b4>"
"female sign";"U+2640";"<f0><82><99><80>"
"male sign";"U+2642";"<f0><82><99><82>"
"medical symbol";"U+2695";"<f0><82><9a><95>"
"recycling symbol";"U+267B";"<f0><82><99><bb>"
"fleur-de-lis";"U+269C";"<f0><82><9a><9c>"
"trident emblem";"U+1F531";"<f0><9f><94><b1>"
"name badge";"U+1F4DB";"<f0><9f><93><9b>"
"Japanese symbol for beginner";"U+1F530";"<f0><9f><94><b0>"
"heavy large circle";"U+2B55";"<f0><82><ad><95>"
"white heavy check mark";"U+2705";"<f0><82><9c><85>"
"ballot box with check";"U+2611";"<f0><82><98><91>"
"heavy check mark";"U+2714";"<f0><82><9c><94>"
"heavy multiplication x";"U+2716";"<f0><82><9c><96>"
"cross mark";"U+274C";"<f0><82><9d><8c>"
"cross mark button";"U+274E";"<f0><82><9d><8e>"
"heavy plus sign";"U+2795";"<f0><82><9e><95>"
"heavy minus sign";"U+2796";"<f0><82><9e><96>"
"heavy division sign";"U+2797";"<f0><82><9e><97>"
"curly loop";"U+27B0";"<f0><82><9e><b0>"
"double curly loop";"U+27BF";"<f0><82><9e><bf>"
"part alternation mark";"U+303D";"<f0><83><80><bd>"
"eight-spoked asterisk";"U+2733";"<f0><82><9c><b3>"
"eight-pointed star";"U+2734";"<f0><82><9c><b4>"
"sparkle";"U+2747";"<f0><82><9d><87>"
"double exclamation mark";"U+203C";"<f0><82><80><bc>"
"exclamation question mark";"U+2049";"<f0><82><81><89>"
"question mark";"U+2753";"<f0><82><9d><93>"
"white question mark";"U+2754";"<f0><82><9d><94>"
"white exclamation mark";"U+2755";"<f0><82><9d><95>"
"exclamation mark";"U+2757";"<f0><82><9d><97>"
"wavy dash";"U+3030";"<f0><83><80><b0>"
"copyright";"U+00A9";"<f0><80><82><a9>"
"registered";"U+00AE";"<f0><80><82><ae>"
"trade mark";"U+2122";"<f0><82><84><a2>"
"keycap: #";"U+0023 U+FE0F U+20E3";"<f0><80><80><a3> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: *";"U+002A U+FE0F U+20E3";"<f0><80><80><aa> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 0";"U+0030 U+FE0F U+20E3";"<f0><80><80><b0> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 1";"U+0031 U+FE0F U+20E3";"<f0><80><80><b1> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 2";"U+0032 U+FE0F U+20E3";"<f0><80><80><b2> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 3";"U+0033 U+FE0F U+20E3";"<f0><80><80><b3> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 4";"U+0034 U+FE0F U+20E3";"<f0><80><80><b4> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 5";"U+0035 U+FE0F U+20E3";"<f0><80><80><b5> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 6";"U+0036 U+FE0F U+20E3";"<f0><80><80><b6> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 7";"U+0037 U+FE0F U+20E3";"<f0><80><80><b7> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 8";"U+0038 U+FE0F U+20E3";"<f0><80><80><b8> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 9";"U+0039 U+FE0F U+20E3";"<f0><80><80><b9> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap 10";"U+1F51F";"<f0><9f><94><9f>"
"hundred points";"U+1F4AF";"<f0><9f><92><af>"
"input latin uppercase";"U+1F520";"<f0><9f><94><a0>"
"input latin lowercase";"U+1F521";"<f0><9f><94><a1>"
"input numbers";"U+1F522";"<f0><9f><94><a2>"
"input symbols";"U+1F523";"<f0><9f><94><a3>"
"input latin letters";"U+1F524";"<f0><9f><94><a4>"
"A button (blood type)";"U+1F170";"<f0><9f><85><b0>"
"AB button (blood type)";"U+1F18E";"<f0><9f><86><8e>"
"B button (blood type)";"U+1F171";"<f0><9f><85><b1>"
"CL button";"U+1F191";"<f0><9f><86><91>"
"COOL button";"U+1F192";"<f0><9f><86><92>"
"FREE button";"U+1F193";"<f0><9f><86><93>"
"information";"U+2139";"<f0><82><84><b9>"
"ID button";"U+1F194";"<f0><9f><86><94>"
"circled M";"U+24C2";"<f0><82><93><82>"
"NEW button";"U+1F195";"<f0><9f><86><95>"
"NG button";"U+1F196";"<f0><9f><86><96>"
"O button (blood type)";"U+1F17E";"<f0><9f><85><be>"
"OK button";"U+1F197";"<f0><9f><86><97>"
"P button";"U+1F17F";"<f0><9f><85><bf>"
"SOS button";"U+1F198";"<f0><9f><86><98>"
"UP! button";"U+1F199";"<f0><9f><86><99>"
"VS button";"U+1F19A";"<f0><9f><86><9a>"
"Japanese “here” button";"U+1F201";"<f0><9f><88><81>"
"Japanese “service charge” button";"U+1F202";"<f0><9f><88><82>"
"Japanese “monthly amount” button";"U+1F237";"<f0><9f><88><b7>"
"Japanese “not free of charge” button";"U+1F236";"<f0><9f><88><b6>"
"Japanese “reserved” button";"U+1F22F";"<f0><9f><88><af>"
"Japanese “bargain” button";"U+1F250";"<f0><9f><89><90>"
"Japanese “discount” button";"U+1F239";"<f0><9f><88><b9>"
"Japanese “free of charge” button";"U+1F21A";"<f0><9f><88><9a>"
"Japanese “prohibited” button";"U+1F232";"<f0><9f><88><b2>"
"Japanese “acceptable” button";"U+1F251";"<f0><9f><89><91>"
"Japanese “application” button";"U+1F238";"<f0><9f><88><b8>"
"Japanese “passing grade” button";"U+1F234";"<f0><9f><88><b4>"
"Japanese “vacancy” button";"U+1F233";"<f0><9f><88><b3>"
"Japanese “congratulations” button";"U+3297";"<f0><83><8a><97>"
"Japanese “secret” button";"U+3299";"<f0><83><8a><99>"
"Japanese “open for business” button";"U+1F23A";"<f0><9f><88><ba>"
"Japanese “no vacancy” button";"U+1F235";"<f0><9f><88><b5>"
"black small square";"U+25AA";"<f0><82><96><aa>"
"white small square";"U+25AB";"<f0><82><96><ab>"
"white medium square";"U+25FB";"<f0><82><97><bb>"
"black medium square";"U+25FC";"<f0><82><97><bc>"
"white medium-small square";"U+25FD";"<f0><82><97><bd>"
"black medium-small square";"U+25FE";"<f0><82><97><be>"
"black large square";"U+2B1B";"<f0><82><ac><9b>"
"white large square";"U+2B1C";"<f0><82><ac><9c>"
"large orange diamond";"U+1F536";"<f0><9f><94><b6>"
"large blue diamond";"U+1F537";"<f0><9f><94><b7>"
"small orange diamond";"U+1F538";"<f0><9f><94><b8>"
"small blue diamond";"U+1F539";"<f0><9f><94><b9>"
"red triangle pointed up";"U+1F53A";"<f0><9f><94><ba>"
"red triangle pointed down";"U+1F53B";"<f0><9f><94><bb>"
"diamond with a dot";"U+1F4A0";"<f0><9f><92><a0>"
"radio button";"U+1F518";"<f0><9f><94><98>"
"black square button";"U+1F532";"<f0><9f><94><b2>"
"white square button";"U+1F533";"<f0><9f><94><b3>"
"white circle";"U+26AA";"<f0><82><9a><aa>"
"black circle";"U+26AB";"<f0><82><9a><ab>"
"red circle";"U+1F534";"<f0><9f><94><b4>"
"blue circle";"U+1F535";"<f0><9f><94><b5>"
"chequered flag";"U+1F3C1";"<f0><9f><8f><81>"
"triangular flag";"U+1F6A9";"<f0><9f><9a><a9>"
"crossed flags";"U+1F38C";"<f0><9f><8e><8c>"
"black flag";"U+1F3F4";"<f0><9f><8f><b4>"
"white flag";"U+1F3F3";"<f0><9f><8f><b3>"
"rainbow flag";"U+1F3F3 U+FE0F U+200D U+1F308";"<f0><9f><8f><b3> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><8c><88>"
"Ascension Island";"U+1F1E6 U+1F1E8";"<f0><9f><87><a6> <f0><9f><87><a8>"
"Andorra";"U+1F1E6 U+1F1E9";"<f0><9f><87><a6> <f0><9f><87><a9>"
"United Arab Emirates";"U+1F1E6 U+1F1EA";"<f0><9f><87><a6> <f0><9f><87><aa>"
"Afghanistan";"U+1F1E6 U+1F1EB";"<f0><9f><87><a6> <f0><9f><87><ab>"
"Antigua & Barbuda";"U+1F1E6 U+1F1EC";"<f0><9f><87><a6> <f0><9f><87><ac>"
"Anguilla";"U+1F1E6 U+1F1EE";"<f0><9f><87><a6> <f0><9f><87><ae>"
"Albania";"U+1F1E6 U+1F1F1";"<f0><9f><87><a6> <f0><9f><87><b1>"
"Armenia";"U+1F1E6 U+1F1F2";"<f0><9f><87><a6> <f0><9f><87><b2>"
"Angola";"U+1F1E6 U+1F1F4";"<f0><9f><87><a6> <f0><9f><87><b4>"
"Antarctica";"U+1F1E6 U+1F1F6";"<f0><9f><87><a6> <f0><9f><87><b6>"
"Argentina";"U+1F1E6 U+1F1F7";"<f0><9f><87><a6> <f0><9f><87><b7>"
"American Samoa";"U+1F1E6 U+1F1F8";"<f0><9f><87><a6> <f0><9f><87><b8>"
"Austria";"U+1F1E6 U+1F1F9";"<f0><9f><87><a6> <f0><9f><87><b9>"
"Australia";"U+1F1E6 U+1F1FA";"<f0><9f><87><a6> <f0><9f><87><ba>"
"Aruba";"U+1F1E6 U+1F1FC";"<f0><9f><87><a6> <f0><9f><87><bc>"
"Åland Islands";"U+1F1E6 U+1F1FD";"<f0><9f><87><a6> <f0><9f><87><bd>"
"Azerbaijan";"U+1F1E6 U+1F1FF";"<f0><9f><87><a6> <f0><9f><87><bf>"
"Bosnia & Herzegovina";"U+1F1E7 U+1F1E6";"<f0><9f><87><a7> <f0><9f><87><a6>"
"Barbados";"U+1F1E7 U+1F1E7";"<f0><9f><87><a7> <f0><9f><87><a7>"
"Bangladesh";"U+1F1E7 U+1F1E9";"<f0><9f><87><a7> <f0><9f><87><a9>"
"Belgium";"U+1F1E7 U+1F1EA";"<f0><9f><87><a7> <f0><9f><87><aa>"
"Burkina Faso";"U+1F1E7 U+1F1EB";"<f0><9f><87><a7> <f0><9f><87><ab>"
"Bulgaria";"U+1F1E7 U+1F1EC";"<f0><9f><87><a7> <f0><9f><87><ac>"
"Bahrain";"U+1F1E7 U+1F1ED";"<f0><9f><87><a7> <f0><9f><87><ad>"
"Burundi";"U+1F1E7 U+1F1EE";"<f0><9f><87><a7> <f0><9f><87><ae>"
"Benin";"U+1F1E7 U+1F1EF";"<f0><9f><87><a7> <f0><9f><87><af>"
"St. Barthélemy";"U+1F1E7 U+1F1F1";"<f0><9f><87><a7> <f0><9f><87><b1>"
"Bermuda";"U+1F1E7 U+1F1F2";"<f0><9f><87><a7> <f0><9f><87><b2>"
"Brunei";"U+1F1E7 U+1F1F3";"<f0><9f><87><a7> <f0><9f><87><b3>"
"Bolivia";"U+1F1E7 U+1F1F4";"<f0><9f><87><a7> <f0><9f><87><b4>"
"Caribbean Netherlands";"U+1F1E7 U+1F1F6";"<f0><9f><87><a7> <f0><9f><87><b6>"
"Brazil";"U+1F1E7 U+1F1F7";"<f0><9f><87><a7> <f0><9f><87><b7>"
"Bahamas";"U+1F1E7 U+1F1F8";"<f0><9f><87><a7> <f0><9f><87><b8>"
"Bhutan";"U+1F1E7 U+1F1F9";"<f0><9f><87><a7> <f0><9f><87><b9>"
"Bouvet Island";"U+1F1E7 U+1F1FB";"<f0><9f><87><a7> <f0><9f><87><bb>"
"Botswana";"U+1F1E7 U+1F1FC";"<f0><9f><87><a7> <f0><9f><87><bc>"
"Belarus";"U+1F1E7 U+1F1FE";"<f0><9f><87><a7> <f0><9f><87><be>"
"Belize";"U+1F1E7 U+1F1FF";"<f0><9f><87><a7> <f0><9f><87><bf>"
"Canada";"U+1F1E8 U+1F1E6";"<f0><9f><87><a8> <f0><9f><87><a6>"
"Cocos (Keeling) Islands";"U+1F1E8 U+1F1E8";"<f0><9f><87><a8> <f0><9f><87><a8>"
"Congo - Kinshasa";"U+1F1E8 U+1F1E9";"<f0><9f><87><a8> <f0><9f><87><a9>"
"Central African Republic";"U+1F1E8 U+1F1EB";"<f0><9f><87><a8> <f0><9f><87><ab>"
"Congo - Brazzaville";"U+1F1E8 U+1F1EC";"<f0><9f><87><a8> <f0><9f><87><ac>"
"Switzerland";"U+1F1E8 U+1F1ED";"<f0><9f><87><a8> <f0><9f><87><ad>"
"Côte d’Ivoire";"U+1F1E8 U+1F1EE";"<f0><9f><87><a8> <f0><9f><87><ae>"
"Cook Islands";"U+1F1E8 U+1F1F0";"<f0><9f><87><a8> <f0><9f><87><b0>"
"Chile";"U+1F1E8 U+1F1F1";"<f0><9f><87><a8> <f0><9f><87><b1>"
"Cameroon";"U+1F1E8 U+1F1F2";"<f0><9f><87><a8> <f0><9f><87><b2>"
"China";"U+1F1E8 U+1F1F3";"<f0><9f><87><a8> <f0><9f><87><b3>"
"Colombia";"U+1F1E8 U+1F1F4";"<f0><9f><87><a8> <f0><9f><87><b4>"
"Clipperton Island";"U+1F1E8 U+1F1F5";"<f0><9f><87><a8> <f0><9f><87><b5>"
"Costa Rica";"U+1F1E8 U+1F1F7";"<f0><9f><87><a8> <f0><9f><87><b7>"
"Cuba";"U+1F1E8 U+1F1FA";"<f0><9f><87><a8> <f0><9f><87><ba>"
"Cape Verde";"U+1F1E8 U+1F1FB";"<f0><9f><87><a8> <f0><9f><87><bb>"
"Curaçao";"U+1F1E8 U+1F1FC";"<f0><9f><87><a8> <f0><9f><87><bc>"
"Christmas Island";"U+1F1E8 U+1F1FD";"<f0><9f><87><a8> <f0><9f><87><bd>"
"Cyprus";"U+1F1E8 U+1F1FE";"<f0><9f><87><a8> <f0><9f><87><be>"
"Czechia";"U+1F1E8 U+1F1FF";"<f0><9f><87><a8> <f0><9f><87><bf>"
"Germany";"U+1F1E9 U+1F1EA";"<f0><9f><87><a9> <f0><9f><87><aa>"
"Diego Garcia";"U+1F1E9 U+1F1EC";"<f0><9f><87><a9> <f0><9f><87><ac>"
"Djibouti";"U+1F1E9 U+1F1EF";"<f0><9f><87><a9> <f0><9f><87><af>"
"Denmark";"U+1F1E9 U+1F1F0";"<f0><9f><87><a9> <f0><9f><87><b0>"
"Dominica";"U+1F1E9 U+1F1F2";"<f0><9f><87><a9> <f0><9f><87><b2>"
"Dominican Republic";"U+1F1E9 U+1F1F4";"<f0><9f><87><a9> <f0><9f><87><b4>"
"Algeria";"U+1F1E9 U+1F1FF";"<f0><9f><87><a9> <f0><9f><87><bf>"
"Ceuta & Melilla";"U+1F1EA U+1F1E6";"<f0><9f><87><aa> <f0><9f><87><a6>"
"Ecuador";"U+1F1EA U+1F1E8";"<f0><9f><87><aa> <f0><9f><87><a8>"
"Estonia";"U+1F1EA U+1F1EA";"<f0><9f><87><aa> <f0><9f><87><aa>"
"Egypt";"U+1F1EA U+1F1EC";"<f0><9f><87><aa> <f0><9f><87><ac>"
"Western Sahara";"U+1F1EA U+1F1ED";"<f0><9f><87><aa> <f0><9f><87><ad>"
"Eritrea";"U+1F1EA U+1F1F7";"<f0><9f><87><aa> <f0><9f><87><b7>"
"Spain";"U+1F1EA U+1F1F8";"<f0><9f><87><aa> <f0><9f><87><b8>"
"Ethiopia";"U+1F1EA U+1F1F9";"<f0><9f><87><aa> <f0><9f><87><b9>"
"European Union";"U+1F1EA U+1F1FA";"<f0><9f><87><aa> <f0><9f><87><ba>"
"Finland";"U+1F1EB U+1F1EE";"<f0><9f><87><ab> <f0><9f><87><ae>"
"Fiji";"U+1F1EB U+1F1EF";"<f0><9f><87><ab> <f0><9f><87><af>"
"Falkland Islands";"U+1F1EB U+1F1F0";"<f0><9f><87><ab> <f0><9f><87><b0>"
"Micronesia";"U+1F1EB U+1F1F2";"<f0><9f><87><ab> <f0><9f><87><b2>"
"Faroe Islands";"U+1F1EB U+1F1F4";"<f0><9f><87><ab> <f0><9f><87><b4>"
"France";"U+1F1EB U+1F1F7";"<f0><9f><87><ab> <f0><9f><87><b7>"
"Gabon";"U+1F1EC U+1F1E6";"<f0><9f><87><ac> <f0><9f><87><a6>"
"United Kingdom";"U+1F1EC U+1F1E7";"<f0><9f><87><ac> <f0><9f><87><a7>"
"Grenada";"U+1F1EC U+1F1E9";"<f0><9f><87><ac> <f0><9f><87><a9>"
"Georgia";"U+1F1EC U+1F1EA";"<f0><9f><87><ac> <f0><9f><87><aa>"
"French Guiana";"U+1F1EC U+1F1EB";"<f0><9f><87><ac> <f0><9f><87><ab>"
"Guernsey";"U+1F1EC U+1F1EC";"<f0><9f><87><ac> <f0><9f><87><ac>"
"Ghana";"U+1F1EC U+1F1ED";"<f0><9f><87><ac> <f0><9f><87><ad>"
"Gibraltar";"U+1F1EC U+1F1EE";"<f0><9f><87><ac> <f0><9f><87><ae>"
"Greenland";"U+1F1EC U+1F1F1";"<f0><9f><87><ac> <f0><9f><87><b1>"
"Gambia";"U+1F1EC U+1F1F2";"<f0><9f><87><ac> <f0><9f><87><b2>"
"Guinea";"U+1F1EC U+1F1F3";"<f0><9f><87><ac> <f0><9f><87><b3>"
"Guadeloupe";"U+1F1EC U+1F1F5";"<f0><9f><87><ac> <f0><9f><87><b5>"
"Equatorial Guinea";"U+1F1EC U+1F1F6";"<f0><9f><87><ac> <f0><9f><87><b6>"
"Greece";"U+1F1EC U+1F1F7";"<f0><9f><87><ac> <f0><9f><87><b7>"
"South Georgia & South Sandwich Islands";"U+1F1EC U+1F1F8";"<f0><9f><87><ac> <f0><9f><87><b8>"
"Guatemala";"U+1F1EC U+1F1F9";"<f0><9f><87><ac> <f0><9f><87><b9>"
"Guam";"U+1F1EC U+1F1FA";"<f0><9f><87><ac> <f0><9f><87><ba>"
"Guinea-Bissau";"U+1F1EC U+1F1FC";"<f0><9f><87><ac> <f0><9f><87><bc>"
"Guyana";"U+1F1EC U+1F1FE";"<f0><9f><87><ac> <f0><9f><87><be>"
"Hong Kong SAR China";"U+1F1ED U+1F1F0";"<f0><9f><87><ad> <f0><9f><87><b0>"
"Heard & McDonald Islands";"U+1F1ED U+1F1F2";"<f0><9f><87><ad> <f0><9f><87><b2>"
"Honduras";"U+1F1ED U+1F1F3";"<f0><9f><87><ad> <f0><9f><87><b3>"
"Croatia";"U+1F1ED U+1F1F7";"<f0><9f><87><ad> <f0><9f><87><b7>"
"Haiti";"U+1F1ED U+1F1F9";"<f0><9f><87><ad> <f0><9f><87><b9>"
"Hungary";"U+1F1ED U+1F1FA";"<f0><9f><87><ad> <f0><9f><87><ba>"
"Canary Islands";"U+1F1EE U+1F1E8";"<f0><9f><87><ae> <f0><9f><87><a8>"
"Indonesia";"U+1F1EE U+1F1E9";"<f0><9f><87><ae> <f0><9f><87><a9>"
"Ireland";"U+1F1EE U+1F1EA";"<f0><9f><87><ae> <f0><9f><87><aa>"
"Israel";"U+1F1EE U+1F1F1";"<f0><9f><87><ae> <f0><9f><87><b1>"
"Isle of Man";"U+1F1EE U+1F1F2";"<f0><9f><87><ae> <f0><9f><87><b2>"
"India";"U+1F1EE U+1F1F3";"<f0><9f><87><ae> <f0><9f><87><b3>"
"British Indian Ocean Territory";"U+1F1EE U+1F1F4";"<f0><9f><87><ae> <f0><9f><87><b4>"
"Iraq";"U+1F1EE U+1F1F6";"<f0><9f><87><ae> <f0><9f><87><b6>"
"Iran";"U+1F1EE U+1F1F7";"<f0><9f><87><ae> <f0><9f><87><b7>"
"Iceland";"U+1F1EE U+1F1F8";"<f0><9f><87><ae> <f0><9f><87><b8>"
"Italy";"U+1F1EE U+1F1F9";"<f0><9f><87><ae> <f0><9f><87><b9>"
"Jersey";"U+1F1EF U+1F1EA";"<f0><9f><87><af> <f0><9f><87><aa>"
"Jamaica";"U+1F1EF U+1F1F2";"<f0><9f><87><af> <f0><9f><87><b2>"
"Jordan";"U+1F1EF U+1F1F4";"<f0><9f><87><af> <f0><9f><87><b4>"
"Japan";"U+1F1EF U+1F1F5";"<f0><9f><87><af> <f0><9f><87><b5>"
"Kenya";"U+1F1F0 U+1F1EA";"<f0><9f><87><b0> <f0><9f><87><aa>"
"Kyrgyzstan";"U+1F1F0 U+1F1EC";"<f0><9f><87><b0> <f0><9f><87><ac>"
"Cambodia";"U+1F1F0 U+1F1ED";"<f0><9f><87><b0> <f0><9f><87><ad>"
"Kiribati";"U+1F1F0 U+1F1EE";"<f0><9f><87><b0> <f0><9f><87><ae>"
"Comoros";"U+1F1F0 U+1F1F2";"<f0><9f><87><b0> <f0><9f><87><b2>"
"St. Kitts & Nevis";"U+1F1F0 U+1F1F3";"<f0><9f><87><b0> <f0><9f><87><b3>"
"North Korea";"U+1F1F0 U+1F1F5";"<f0><9f><87><b0> <f0><9f><87><b5>"
"South Korea";"U+1F1F0 U+1F1F7";"<f0><9f><87><b0> <f0><9f><87><b7>"
"Kuwait";"U+1F1F0 U+1F1FC";"<f0><9f><87><b0> <f0><9f><87><bc>"
"Cayman Islands";"U+1F1F0 U+1F1FE";"<f0><9f><87><b0> <f0><9f><87><be>"
"Kazakhstan";"U+1F1F0 U+1F1FF";"<f0><9f><87><b0> <f0><9f><87><bf>"
"Laos";"U+1F1F1 U+1F1E6";"<f0><9f><87><b1> <f0><9f><87><a6>"
"Lebanon";"U+1F1F1 U+1F1E7";"<f0><9f><87><b1> <f0><9f><87><a7>"
"St. Lucia";"U+1F1F1 U+1F1E8";"<f0><9f><87><b1> <f0><9f><87><a8>"
"Liechtenstein";"U+1F1F1 U+1F1EE";"<f0><9f><87><b1> <f0><9f><87><ae>"
"Sri Lanka";"U+1F1F1 U+1F1F0";"<f0><9f><87><b1> <f0><9f><87><b0>"
"Liberia";"U+1F1F1 U+1F1F7";"<f0><9f><87><b1> <f0><9f><87><b7>"
"Lesotho";"U+1F1F1 U+1F1F8";"<f0><9f><87><b1> <f0><9f><87><b8>"
"Lithuania";"U+1F1F1 U+1F1F9";"<f0><9f><87><b1> <f0><9f><87><b9>"
"Luxembourg";"U+1F1F1 U+1F1FA";"<f0><9f><87><b1> <f0><9f><87><ba>"
"Latvia";"U+1F1F1 U+1F1FB";"<f0><9f><87><b1> <f0><9f><87><bb>"
"Libya";"U+1F1F1 U+1F1FE";"<f0><9f><87><b1> <f0><9f><87><be>"
"Morocco";"U+1F1F2 U+1F1E6";"<f0><9f><87><b2> <f0><9f><87><a6>"
"Monaco";"U+1F1F2 U+1F1E8";"<f0><9f><87><b2> <f0><9f><87><a8>"
"Moldova";"U+1F1F2 U+1F1E9";"<f0><9f><87><b2> <f0><9f><87><a9>"
"Montenegro";"U+1F1F2 U+1F1EA";"<f0><9f><87><b2> <f0><9f><87><aa>"
"St. Martin";"U+1F1F2 U+1F1EB";"<f0><9f><87><b2> <f0><9f><87><ab>"
"Madagascar";"U+1F1F2 U+1F1EC";"<f0><9f><87><b2> <f0><9f><87><ac>"
"Marshall Islands";"U+1F1F2 U+1F1ED";"<f0><9f><87><b2> <f0><9f><87><ad>"
"Macedonia";"U+1F1F2 U+1F1F0";"<f0><9f><87><b2> <f0><9f><87><b0>"
"Mali";"U+1F1F2 U+1F1F1";"<f0><9f><87><b2> <f0><9f><87><b1>"
"Myanmar (Burma)";"U+1F1F2 U+1F1F2";"<f0><9f><87><b2> <f0><9f><87><b2>"
