"CLDR.Short.Name";"Code";"Browser";"R.Encoding"
"woman gesturing OK: light skin tone";"U+1F646 U+1F3FB U+200D U+2640 U+FE0F";"🙆🏻
♀️";"<f0><9f><99><86> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman gesturing OK: medium-light skin tone";"U+1F646 U+1F3FC U+200D U+2640 U+FE0F";"🙆🏼
♀️";"<f0><9f><99><86> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman gesturing OK: medium skin tone";"U+1F646 U+1F3FD U+200D U+2640 U+FE0F";"🙆🏽
♀️";"<f0><9f><99><86> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman gesturing OK: medium-dark skin tone";"U+1F646 U+1F3FE U+200D U+2640 U+FE0F";"🙆🏾
♀️";"<f0><9f><99><86> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman gesturing OK: dark skin tone";"U+1F646 U+1F3FF U+200D U+2640 U+FE0F";"🙆🏿
♀️";"<f0><9f><99><86> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person tipping hand";"U+1F481";"💁";"<f0><9f><92><81>"
"person tipping hand: light skin tone";"U+1F481 U+1F3FB";"💁🏻";"<f0><9f><92><81> <f0><9f><8f><bb>"
"person tipping hand: medium-light skin tone";"U+1F481 U+1F3FC";"💁🏼";"<f0><9f><92><81> <f0><9f><8f><bc>"
"person tipping hand: medium skin tone";"U+1F481 U+1F3FD";"💁🏽";"<f0><9f><92><81> <f0><9f><8f><bd>"
"person tipping hand: medium-dark skin tone";"U+1F481 U+1F3FE";"💁🏾";"<f0><9f><92><81> <f0><9f><8f><be>"
"person tipping hand: dark skin tone";"U+1F481 U+1F3FF";"💁🏿";"<f0><9f><92><81> <f0><9f><8f><bf>"
"man tipping hand";"U+1F481 U+200D U+2642 U+FE0F";"💁
♂️";"<f0><9f><92><81> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man tipping hand: light skin tone";"U+1F481 U+1F3FB U+200D U+2642 U+FE0F";"💁🏻
♂️";"<f0><9f><92><81> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man tipping hand: medium-light skin tone";"U+1F481 U+1F3FC U+200D U+2642 U+FE0F";"💁🏼
♂️";"<f0><9f><92><81> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man tipping hand: medium skin tone";"U+1F481 U+1F3FD U+200D U+2642 U+FE0F";"💁🏽
♂️";"<f0><9f><92><81> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man tipping hand: medium-dark skin tone";"U+1F481 U+1F3FE U+200D U+2642 U+FE0F";"💁🏾
♂️";"<f0><9f><92><81> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man tipping hand: dark skin tone";"U+1F481 U+1F3FF U+200D U+2642 U+FE0F";"💁🏿
♂️";"<f0><9f><92><81> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman tipping hand";"U+1F481 U+200D U+2640 U+FE0F";"💁
♀️";"<f0><9f><92><81> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman tipping hand: light skin tone";"U+1F481 U+1F3FB U+200D U+2640 U+FE0F";"💁🏻
♀️";"<f0><9f><92><81> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman tipping hand: medium-light skin tone";"U+1F481 U+1F3FC U+200D U+2640 U+FE0F";"💁🏼
♀️";"<f0><9f><92><81> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman tipping hand: medium skin tone";"U+1F481 U+1F3FD U+200D U+2640 U+FE0F";"💁🏽
♀️";"<f0><9f><92><81> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman tipping hand: medium-dark skin tone";"U+1F481 U+1F3FE U+200D U+2640 U+FE0F";"💁🏾
♀️";"<f0><9f><92><81> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman tipping hand: dark skin tone";"U+1F481 U+1F3FF U+200D U+2640 U+FE0F";"💁🏿
♀️";"<f0><9f><92><81> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person raising hand";"U+1F64B";"🙋";"<f0><9f><99><8b>"
"person raising hand: light skin tone";"U+1F64B U+1F3FB";"🙋🏻";"<f0><9f><99><8b> <f0><9f><8f><bb>"
"person raising hand: medium-light skin tone";"U+1F64B U+1F3FC";"🙋🏼";"<f0><9f><99><8b> <f0><9f><8f><bc>"
"person raising hand: medium skin tone";"U+1F64B U+1F3FD";"🙋🏽";"<f0><9f><99><8b> <f0><9f><8f><bd>"
"person raising hand: medium-dark skin tone";"U+1F64B U+1F3FE";"🙋🏾";"<f0><9f><99><8b> <f0><9f><8f><be>"
"person raising hand: dark skin tone";"U+1F64B U+1F3FF";"🙋🏿";"<f0><9f><99><8b> <f0><9f><8f><bf>"
"man raising hand";"U+1F64B U+200D U+2642 U+FE0F";"🙋
♂️";"<f0><9f><99><8b> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: light skin tone";"U+1F64B U+1F3FB U+200D U+2642 U+FE0F";"🙋🏻
♂️";"<f0><9f><99><8b> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: medium-light skin tone";"U+1F64B U+1F3FC U+200D U+2642 U+FE0F";"🙋🏼
♂️";"<f0><9f><99><8b> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: medium skin tone";"U+1F64B U+1F3FD U+200D U+2642 U+FE0F";"🙋🏽
♂️";"<f0><9f><99><8b> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: medium-dark skin tone";"U+1F64B U+1F3FE U+200D U+2642 U+FE0F";"🙋🏾
♂️";"<f0><9f><99><8b> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: dark skin tone";"U+1F64B U+1F3FF U+200D U+2642 U+FE0F";"🙋🏿
♂️";"<f0><9f><99><8b> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman raising hand";"U+1F64B U+200D U+2640 U+FE0F";"🙋
♀️";"<f0><9f><99><8b> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: light skin tone";"U+1F64B U+1F3FB U+200D U+2640 U+FE0F";"🙋🏻
♀️";"<f0><9f><99><8b> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: medium-light skin tone";"U+1F64B U+1F3FC U+200D U+2640 U+FE0F";"🙋🏼
♀️";"<f0><9f><99><8b> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: medium skin tone";"U+1F64B U+1F3FD U+200D U+2640 U+FE0F";"🙋🏽
♀️";"<f0><9f><99><8b> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: medium-dark skin tone";"U+1F64B U+1F3FE U+200D U+2640 U+FE0F";"🙋🏾
♀️";"<f0><9f><99><8b> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: dark skin tone";"U+1F64B U+1F3FF U+200D U+2640 U+FE0F";"🙋🏿
♀️";"<f0><9f><99><8b> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person bowing";"U+1F647";"🙇";"<f0><9f><99><87>"
"person bowing: light skin tone";"U+1F647 U+1F3FB";"🙇🏻";"<f0><9f><99><87> <f0><9f><8f><bb>"
"person bowing: medium-light skin tone";"U+1F647 U+1F3FC";"🙇🏼";"<f0><9f><99><87> <f0><9f><8f><bc>"
"person bowing: medium skin tone";"U+1F647 U+1F3FD";"🙇🏽";"<f0><9f><99><87> <f0><9f><8f><bd>"
"person bowing: medium-dark skin tone";"U+1F647 U+1F3FE";"🙇🏾";"<f0><9f><99><87> <f0><9f><8f><be>"
"person bowing: dark skin tone";"U+1F647 U+1F3FF";"🙇🏿";"<f0><9f><99><87> <f0><9f><8f><bf>"
"man bowing";"U+1F647 U+200D U+2642 U+FE0F";"🙇
♂️";"<f0><9f><99><87> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: light skin tone";"U+1F647 U+1F3FB U+200D U+2642 U+FE0F";"🙇🏻
♂️";"<f0><9f><99><87> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: medium-light skin tone";"U+1F647 U+1F3FC U+200D U+2642 U+FE0F";"🙇🏼
♂️";"<f0><9f><99><87> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: medium skin tone";"U+1F647 U+1F3FD U+200D U+2642 U+FE0F";"🙇🏽
♂️";"<f0><9f><99><87> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: medium-dark skin tone";"U+1F647 U+1F3FE U+200D U+2642 U+FE0F";"🙇🏾
♂️";"<f0><9f><99><87> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: dark skin tone";"U+1F647 U+1F3FF U+200D U+2642 U+FE0F";"🙇🏿
♂️";"<f0><9f><99><87> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman bowing";"U+1F647 U+200D U+2640 U+FE0F";"🙇
♀️";"<f0><9f><99><87> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: light skin tone";"U+1F647 U+1F3FB U+200D U+2640 U+FE0F";"🙇🏻
♀️";"<f0><9f><99><87> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: medium-light skin tone";"U+1F647 U+1F3FC U+200D U+2640 U+FE0F";"🙇🏼
♀️";"<f0><9f><99><87> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: medium skin tone";"U+1F647 U+1F3FD U+200D U+2640 U+FE0F";"🙇🏽
♀️";"<f0><9f><99><87> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: medium-dark skin tone";"U+1F647 U+1F3FE U+200D U+2640 U+FE0F";"🙇🏾
♀️";"<f0><9f><99><87> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: dark skin tone";"U+1F647 U+1F3FF U+200D U+2640 U+FE0F";"🙇🏿
♀️";"<f0><9f><99><87> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person facepalming";"U+1F926";"🤦";"<f0><9f><a4><a6>"
"person facepalming: light skin tone";"U+1F926 U+1F3FB";"🤦🏻";"<f0><9f><a4><a6> <f0><9f><8f><bb>"
"person facepalming: medium-light skin tone";"U+1F926 U+1F3FC";"🤦🏼";"<f0><9f><a4><a6> <f0><9f><8f><bc>"
"person facepalming: medium skin tone";"U+1F926 U+1F3FD";"🤦🏽";"<f0><9f><a4><a6> <f0><9f><8f><bd>"
"person facepalming: medium-dark skin tone";"U+1F926 U+1F3FE";"🤦🏾";"<f0><9f><a4><a6> <f0><9f><8f><be>"
"person facepalming: dark skin tone";"U+1F926 U+1F3FF";"🤦🏿";"<f0><9f><a4><a6> <f0><9f><8f><bf>"
"man facepalming";"U+1F926 U+200D U+2642 U+FE0F";"🤦
♂️";"<f0><9f><a4><a6> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: light skin tone";"U+1F926 U+1F3FB U+200D U+2642 U+FE0F";"🤦🏻
♂️";"<f0><9f><a4><a6> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: medium-light skin tone";"U+1F926 U+1F3FC U+200D U+2642 U+FE0F";"🤦🏼
♂️";"<f0><9f><a4><a6> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: medium skin tone";"U+1F926 U+1F3FD U+200D U+2642 U+FE0F";"🤦🏽
♂️";"<f0><9f><a4><a6> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: medium-dark skin tone";"U+1F926 U+1F3FE U+200D U+2642 U+FE0F";"🤦🏾
♂️";"<f0><9f><a4><a6> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: dark skin tone";"U+1F926 U+1F3FF U+200D U+2642 U+FE0F";"🤦🏿
♂️";"<f0><9f><a4><a6> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman facepalming";"U+1F926 U+200D U+2640 U+FE0F";"🤦
♀️";"<f0><9f><a4><a6> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: light skin tone";"U+1F926 U+1F3FB U+200D U+2640 U+FE0F";"🤦🏻
♀️";"<f0><9f><a4><a6> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: medium-light skin tone";"U+1F926 U+1F3FC U+200D U+2640 U+FE0F";"🤦🏼
♀️";"<f0><9f><a4><a6> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: medium skin tone";"U+1F926 U+1F3FD U+200D U+2640 U+FE0F";"🤦🏽
♀️";"<f0><9f><a4><a6> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: medium-dark skin tone";"U+1F926 U+1F3FE U+200D U+2640 U+FE0F";"🤦🏾
♀️";"<f0><9f><a4><a6> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: dark skin tone";"U+1F926 U+1F3FF U+200D U+2640 U+FE0F";"🤦🏿
♀️";"<f0><9f><a4><a6> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person shrugging";"U+1F937";"🤷";"<f0><9f><a4><b7>"
"person shrugging: light skin tone";"U+1F937 U+1F3FB";"🤷🏻";"<f0><9f><a4><b7> <f0><9f><8f><bb>"
"person shrugging: medium-light skin tone";"U+1F937 U+1F3FC";"🤷🏼";"<f0><9f><a4><b7> <f0><9f><8f><bc>"
"person shrugging: medium skin tone";"U+1F937 U+1F3FD";"🤷🏽";"<f0><9f><a4><b7> <f0><9f><8f><bd>"
"person shrugging: medium-dark skin tone";"U+1F937 U+1F3FE";"🤷🏾";"<f0><9f><a4><b7> <f0><9f><8f><be>"
"person shrugging: dark skin tone";"U+1F937 U+1F3FF";"🤷🏿";"<f0><9f><a4><b7> <f0><9f><8f><bf>"
"man shrugging";"U+1F937 U+200D U+2642 U+FE0F";"🤷
♂️";"<f0><9f><a4><b7> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: light skin tone";"U+1F937 U+1F3FB U+200D U+2642 U+FE0F";"🤷🏻
♂️";"<f0><9f><a4><b7> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: medium-light skin tone";"U+1F937 U+1F3FC U+200D U+2642 U+FE0F";"🤷🏼
♂️";"<f0><9f><a4><b7> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: medium skin tone";"U+1F937 U+1F3FD U+200D U+2642 U+FE0F";"🤷🏽
♂️";"<f0><9f><a4><b7> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: medium-dark skin tone";"U+1F937 U+1F3FE U+200D U+2642 U+FE0F";"🤷🏾
♂️";"<f0><9f><a4><b7> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: dark skin tone";"U+1F937 U+1F3FF U+200D U+2642 U+FE0F";"🤷🏿
♂️";"<f0><9f><a4><b7> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman shrugging";"U+1F937 U+200D U+2640 U+FE0F";"🤷
♀️";"<f0><9f><a4><b7> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: light skin tone";"U+1F937 U+1F3FB U+200D U+2640 U+FE0F";"🤷🏻
♀️";"<f0><9f><a4><b7> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: medium-light skin tone";"U+1F937 U+1F3FC U+200D U+2640 U+FE0F";"🤷🏼
♀️";"<f0><9f><a4><b7> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: medium skin tone";"U+1F937 U+1F3FD U+200D U+2640 U+FE0F";"🤷🏽
♀️";"<f0><9f><a4><b7> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: medium-dark skin tone";"U+1F937 U+1F3FE U+200D U+2640 U+FE0F";"🤷🏾
♀️";"<f0><9f><a4><b7> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: dark skin tone";"U+1F937 U+1F3FF U+200D U+2640 U+FE0F";"🤷🏿
♀️";"<f0><9f><a4><b7> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person getting massage";"U+1F486";"💆";"<f0><9f><92><86>"
"person getting massage: light skin tone";"U+1F486 U+1F3FB";"💆🏻";"<f0><9f><92><86> <f0><9f><8f><bb>"
"person getting massage: medium-light skin tone";"U+1F486 U+1F3FC";"💆🏼";"<f0><9f><92><86> <f0><9f><8f><bc>"
"person getting massage: medium skin tone";"U+1F486 U+1F3FD";"💆🏽";"<f0><9f><92><86> <f0><9f><8f><bd>"
"person getting massage: medium-dark skin tone";"U+1F486 U+1F3FE";"💆🏾";"<f0><9f><92><86> <f0><9f><8f><be>"
"person getting massage: dark skin tone";"U+1F486 U+1F3FF";"💆🏿";"<f0><9f><92><86> <f0><9f><8f><bf>"
"man getting massage";"U+1F486 U+200D U+2642 U+FE0F";"💆
♂️";"<f0><9f><92><86> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: light skin tone";"U+1F486 U+1F3FB U+200D U+2642 U+FE0F";"💆🏻
♂️";"<f0><9f><92><86> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: medium-light skin tone";"U+1F486 U+1F3FC U+200D U+2642 U+FE0F";"💆🏼
♂️";"<f0><9f><92><86> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: medium skin tone";"U+1F486 U+1F3FD U+200D U+2642 U+FE0F";"💆🏽
♂️";"<f0><9f><92><86> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: medium-dark skin tone";"U+1F486 U+1F3FE U+200D U+2642 U+FE0F";"💆🏾
♂️";"<f0><9f><92><86> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: dark skin tone";"U+1F486 U+1F3FF U+200D U+2642 U+FE0F";"💆🏿
♂️";"<f0><9f><92><86> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman getting massage";"U+1F486 U+200D U+2640 U+FE0F";"💆
♀️";"<f0><9f><92><86> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: light skin tone";"U+1F486 U+1F3FB U+200D U+2640 U+FE0F";"💆🏻
♀️";"<f0><9f><92><86> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: medium-light skin tone";"U+1F486 U+1F3FC U+200D U+2640 U+FE0F";"💆🏼
♀️";"<f0><9f><92><86> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: medium skin tone";"U+1F486 U+1F3FD U+200D U+2640 U+FE0F";"💆🏽
♀️";"<f0><9f><92><86> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: medium-dark skin tone";"U+1F486 U+1F3FE U+200D U+2640 U+FE0F";"💆🏾
♀️";"<f0><9f><92><86> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: dark skin tone";"U+1F486 U+1F3FF U+200D U+2640 U+FE0F";"💆🏿
♀️";"<f0><9f><92><86> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person getting haircut";"U+1F487";"💇";"<f0><9f><92><87>"
"person getting haircut: light skin tone";"U+1F487 U+1F3FB";"💇🏻";"<f0><9f><92><87> <f0><9f><8f><bb>"
"person getting haircut: medium-light skin tone";"U+1F487 U+1F3FC";"💇🏼";"<f0><9f><92><87> <f0><9f><8f><bc>"
"person getting haircut: medium skin tone";"U+1F487 U+1F3FD";"💇🏽";"<f0><9f><92><87> <f0><9f><8f><bd>"
"person getting haircut: medium-dark skin tone";"U+1F487 U+1F3FE";"💇🏾";"<f0><9f><92><87> <f0><9f><8f><be>"
"person getting haircut: dark skin tone";"U+1F487 U+1F3FF";"💇🏿";"<f0><9f><92><87> <f0><9f><8f><bf>"
"man getting haircut";"U+1F487 U+200D U+2642 U+FE0F";"💇
♂️";"<f0><9f><92><87> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: light skin tone";"U+1F487 U+1F3FB U+200D U+2642 U+FE0F";"💇🏻
♂️";"<f0><9f><92><87> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: medium-light skin tone";"U+1F487 U+1F3FC U+200D U+2642 U+FE0F";"💇🏼
♂️";"<f0><9f><92><87> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: medium skin tone";"U+1F487 U+1F3FD U+200D U+2642 U+FE0F";"💇🏽
♂️";"<f0><9f><92><87> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: medium-dark skin tone";"U+1F487 U+1F3FE U+200D U+2642 U+FE0F";"💇🏾
♂️";"<f0><9f><92><87> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: dark skin tone";"U+1F487 U+1F3FF U+200D U+2642 U+FE0F";"💇🏿
♂️";"<f0><9f><92><87> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman getting haircut";"U+1F487 U+200D U+2640 U+FE0F";"💇
♀️";"<f0><9f><92><87> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: light skin tone";"U+1F487 U+1F3FB U+200D U+2640 U+FE0F";"💇🏻
♀️";"<f0><9f><92><87> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: medium-light skin tone";"U+1F487 U+1F3FC U+200D U+2640 U+FE0F";"💇🏼
♀️";"<f0><9f><92><87> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: medium skin tone";"U+1F487 U+1F3FD U+200D U+2640 U+FE0F";"💇🏽
♀️";"<f0><9f><92><87> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: medium-dark skin tone";"U+1F487 U+1F3FE U+200D U+2640 U+FE0F";"💇🏾
♀️";"<f0><9f><92><87> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: dark skin tone";"U+1F487 U+1F3FF U+200D U+2640 U+FE0F";"💇🏿
♀️";"<f0><9f><92><87> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person walking";"U+1F6B6";"🚶";"<f0><9f><9a><b6>"
"person walking: light skin tone";"U+1F6B6 U+1F3FB";"🚶🏻";"<f0><9f><9a><b6> <f0><9f><8f><bb>"
"person walking: medium-light skin tone";"U+1F6B6 U+1F3FC";"🚶🏼";"<f0><9f><9a><b6> <f0><9f><8f><bc>"
"person walking: medium skin tone";"U+1F6B6 U+1F3FD";"🚶🏽";"<f0><9f><9a><b6> <f0><9f><8f><bd>"
"person walking: medium-dark skin tone";"U+1F6B6 U+1F3FE";"🚶🏾";"<f0><9f><9a><b6> <f0><9f><8f><be>"
"person walking: dark skin tone";"U+1F6B6 U+1F3FF";"🚶🏿";"<f0><9f><9a><b6> <f0><9f><8f><bf>"
"man walking";"U+1F6B6 U+200D U+2642 U+FE0F";"🚶
♂️";"<f0><9f><9a><b6> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: light skin tone";"U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F";"🚶🏻
♂️";"<f0><9f><9a><b6> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: medium-light skin tone";"U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F";"🚶🏼
♂️";"<f0><9f><9a><b6> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: medium skin tone";"U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F";"🚶🏽
♂️";"<f0><9f><9a><b6> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: medium-dark skin tone";"U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F";"🚶🏾
♂️";"<f0><9f><9a><b6> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: dark skin tone";"U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F";"🚶🏿
♂️";"<f0><9f><9a><b6> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman walking";"U+1F6B6 U+200D U+2640 U+FE0F";"🚶
♀️";"<f0><9f><9a><b6> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman walking: light skin tone";"U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F";"🚶🏻
♀️";"<f0><9f><9a><b6> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
