"CLDR.Short.Name";"Code";"Browser";"R.Encoding"
"person in bed: dark skin tone";"U+1F6CC U+1F3FF";"🛌🏿";"<f0><9f><9b><8c> <f0><9f><8f><bf>"
"man in suit levitating";"U+1F574";"🕴";"<f0><9f><95><b4>"
"man in suit levitating: light skin tone";"U+1F574 U+1F3FB";"🕴🏻";"<f0><9f><95><b4> <f0><9f><8f><bb>"
"man in suit levitating: medium-light skin tone";"U+1F574 U+1F3FC";"🕴🏼";"<f0><9f><95><b4> <f0><9f><8f><bc>"
"man in suit levitating: medium skin tone";"U+1F574 U+1F3FD";"🕴🏽";"<f0><9f><95><b4> <f0><9f><8f><bd>"
"man in suit levitating: medium-dark skin tone";"U+1F574 U+1F3FE";"🕴🏾";"<f0><9f><95><b4> <f0><9f><8f><be>"
"man in suit levitating: dark skin tone";"U+1F574 U+1F3FF";"🕴🏿";"<f0><9f><95><b4> <f0><9f><8f><bf>"
"speaking head";"U+1F5E3";"🗣";"<f0><9f><97><a3>"
"bust in silhouette";"U+1F464";"👤";"<f0><9f><91><a4>"
"busts in silhouette";"U+1F465";"👥";"<f0><9f><91><a5>"
"person fencing";"U+1F93A";"🤺";"<f0><9f><a4><ba>"
"horse racing";"U+1F3C7";"🏇";"<f0><9f><8f><87>"
"horse racing: light skin tone";"U+1F3C7 U+1F3FB";"🏇🏻";"<f0><9f><8f><87> <f0><9f><8f><bb>"
"horse racing: medium-light skin tone";"U+1F3C7 U+1F3FC";"🏇🏼";"<f0><9f><8f><87> <f0><9f><8f><bc>"
"horse racing: medium skin tone";"U+1F3C7 U+1F3FD";"🏇🏽";"<f0><9f><8f><87> <f0><9f><8f><bd>"
"horse racing: medium-dark skin tone";"U+1F3C7 U+1F3FE";"🏇🏾";"<f0><9f><8f><87> <f0><9f><8f><be>"
"horse racing: dark skin tone";"U+1F3C7 U+1F3FF";"🏇🏿";"<f0><9f><8f><87> <f0><9f><8f><bf>"
"skier";"U+26F7";"⛷";"<f0><82><9b><b7>"
"snowboarder";"U+1F3C2";"🏂";"<f0><9f><8f><82>"
"snowboarder: light skin tone";"U+1F3C2 U+1F3FB";"🏂🏻";"<f0><9f><8f><82> <f0><9f><8f><bb>"
"snowboarder: medium-light skin tone";"U+1F3C2 U+1F3FC";"🏂🏼";"<f0><9f><8f><82> <f0><9f><8f><bc>"
"snowboarder: medium skin tone";"U+1F3C2 U+1F3FD";"🏂🏽";"<f0><9f><8f><82> <f0><9f><8f><bd>"
"snowboarder: medium-dark skin tone";"U+1F3C2 U+1F3FE";"🏂🏾";"<f0><9f><8f><82> <f0><9f><8f><be>"
"snowboarder: dark skin tone";"U+1F3C2 U+1F3FF";"🏂🏿";"<f0><9f><8f><82> <f0><9f><8f><bf>"
"person golfing";"U+1F3CC";"🏌";"<f0><9f><8f><8c>"
"person golfing: light skin tone";"U+1F3CC U+1F3FB";"🏌🏻";"<f0><9f><8f><8c> <f0><9f><8f><bb>"
"person golfing: medium-light skin tone";"U+1F3CC U+1F3FC";"🏌🏼";"<f0><9f><8f><8c> <f0><9f><8f><bc>"
"person golfing: medium skin tone";"U+1F3CC U+1F3FD";"🏌🏽";"<f0><9f><8f><8c> <f0><9f><8f><bd>"
"person golfing: medium-dark skin tone";"U+1F3CC U+1F3FE";"🏌🏾";"<f0><9f><8f><8c> <f0><9f><8f><be>"
"person golfing: dark skin tone";"U+1F3CC U+1F3FF";"🏌🏿";"<f0><9f><8f><8c> <f0><9f><8f><bf>"
"man golfing";"U+1F3CC U+FE0F U+200D U+2642 U+FE0F";"🏌️
♂️";"<f0><9f><8f><8c> <f0><8f><b8><8f> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man golfing: light skin tone";"U+1F3CC U+1F3FB U+200D U+2642 U+FE0F";"🏌🏻
♂️";"<f0><9f><8f><8c> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man golfing: medium-light skin tone";"U+1F3CC U+1F3FC U+200D U+2642 U+FE0F";"🏌🏼
♂️";"<f0><9f><8f><8c> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man golfing: medium skin tone";"U+1F3CC U+1F3FD U+200D U+2642 U+FE0F";"🏌🏽
♂️";"<f0><9f><8f><8c> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man golfing: medium-dark skin tone";"U+1F3CC U+1F3FE U+200D U+2642 U+FE0F";"🏌🏾
♂️";"<f0><9f><8f><8c> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man golfing: dark skin tone";"U+1F3CC U+1F3FF U+200D U+2642 U+FE0F";"🏌🏿
♂️";"<f0><9f><8f><8c> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman golfing";"U+1F3CC U+FE0F U+200D U+2640 U+FE0F";"🏌️
♀️";"<f0><9f><8f><8c> <f0><8f><b8><8f> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman golfing: light skin tone";"U+1F3CC U+1F3FB U+200D U+2640 U+FE0F";"🏌🏻
♀️";"<f0><9f><8f><8c> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman golfing: medium-light skin tone";"U+1F3CC U+1F3FC U+200D U+2640 U+FE0F";"🏌🏼
♀️";"<f0><9f><8f><8c> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman golfing: medium skin tone";"U+1F3CC U+1F3FD U+200D U+2640 U+FE0F";"🏌🏽
♀️";"<f0><9f><8f><8c> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman golfing: medium-dark skin tone";"U+1F3CC U+1F3FE U+200D U+2640 U+FE0F";"🏌🏾
♀️";"<f0><9f><8f><8c> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman golfing: dark skin tone";"U+1F3CC U+1F3FF U+200D U+2640 U+FE0F";"🏌🏿
♀️";"<f0><9f><8f><8c> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person surfing";"U+1F3C4";"🏄";"<f0><9f><8f><84>"
"person surfing: light skin tone";"U+1F3C4 U+1F3FB";"🏄🏻";"<f0><9f><8f><84> <f0><9f><8f><bb>"
"person surfing: medium-light skin tone";"U+1F3C4 U+1F3FC";"🏄🏼";"<f0><9f><8f><84> <f0><9f><8f><bc>"
"person surfing: medium skin tone";"U+1F3C4 U+1F3FD";"🏄🏽";"<f0><9f><8f><84> <f0><9f><8f><bd>"
"person surfing: medium-dark skin tone";"U+1F3C4 U+1F3FE";"🏄🏾";"<f0><9f><8f><84> <f0><9f><8f><be>"
"person surfing: dark skin tone";"U+1F3C4 U+1F3FF";"🏄🏿";"<f0><9f><8f><84> <f0><9f><8f><bf>"
"man surfing";"U+1F3C4 U+200D U+2642 U+FE0F";"🏄
♂️";"<f0><9f><8f><84> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man surfing: light skin tone";"U+1F3C4 U+1F3FB U+200D U+2642 U+FE0F";"🏄🏻
♂️";"<f0><9f><8f><84> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man surfing: medium-light skin tone";"U+1F3C4 U+1F3FC U+200D U+2642 U+FE0F";"🏄🏼
♂️";"<f0><9f><8f><84> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man surfing: medium skin tone";"U+1F3C4 U+1F3FD U+200D U+2642 U+FE0F";"🏄🏽
♂️";"<f0><9f><8f><84> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man surfing: medium-dark skin tone";"U+1F3C4 U+1F3FE U+200D U+2642 U+FE0F";"🏄🏾
♂️";"<f0><9f><8f><84> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man surfing: dark skin tone";"U+1F3C4 U+1F3FF U+200D U+2642 U+FE0F";"🏄🏿
♂️";"<f0><9f><8f><84> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman surfing";"U+1F3C4 U+200D U+2640 U+FE0F";"🏄
♀️";"<f0><9f><8f><84> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman surfing: light skin tone";"U+1F3C4 U+1F3FB U+200D U+2640 U+FE0F";"🏄🏻
♀️";"<f0><9f><8f><84> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman surfing: medium-light skin tone";"U+1F3C4 U+1F3FC U+200D U+2640 U+FE0F";"🏄🏼
♀️";"<f0><9f><8f><84> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman surfing: medium skin tone";"U+1F3C4 U+1F3FD U+200D U+2640 U+FE0F";"🏄🏽
♀️";"<f0><9f><8f><84> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman surfing: medium-dark skin tone";"U+1F3C4 U+1F3FE U+200D U+2640 U+FE0F";"🏄🏾
♀️";"<f0><9f><8f><84> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman surfing: dark skin tone";"U+1F3C4 U+1F3FF U+200D U+2640 U+FE0F";"🏄🏿
♀️";"<f0><9f><8f><84> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person rowing boat";"U+1F6A3";"🚣";"<f0><9f><9a><a3>"
"person rowing boat: light skin tone";"U+1F6A3 U+1F3FB";"🚣🏻";"<f0><9f><9a><a3> <f0><9f><8f><bb>"
"person rowing boat: medium-light skin tone";"U+1F6A3 U+1F3FC";"🚣🏼";"<f0><9f><9a><a3> <f0><9f><8f><bc>"
"person rowing boat: medium skin tone";"U+1F6A3 U+1F3FD";"🚣🏽";"<f0><9f><9a><a3> <f0><9f><8f><bd>"
"person rowing boat: medium-dark skin tone";"U+1F6A3 U+1F3FE";"🚣🏾";"<f0><9f><9a><a3> <f0><9f><8f><be>"
"person rowing boat: dark skin tone";"U+1F6A3 U+1F3FF";"🚣🏿";"<f0><9f><9a><a3> <f0><9f><8f><bf>"
"man rowing boat";"U+1F6A3 U+200D U+2642 U+FE0F";"🚣
♂️";"<f0><9f><9a><a3> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man rowing boat: light skin tone";"U+1F6A3 U+1F3FB U+200D U+2642 U+FE0F";"🚣🏻
♂️";"<f0><9f><9a><a3> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man rowing boat: medium-light skin tone";"U+1F6A3 U+1F3FC U+200D U+2642 U+FE0F";"🚣🏼
♂️";"<f0><9f><9a><a3> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man rowing boat: medium skin tone";"U+1F6A3 U+1F3FD U+200D U+2642 U+FE0F";"🚣🏽
♂️";"<f0><9f><9a><a3> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man rowing boat: medium-dark skin tone";"U+1F6A3 U+1F3FE U+200D U+2642 U+FE0F";"🚣🏾
♂️";"<f0><9f><9a><a3> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man rowing boat: dark skin tone";"U+1F6A3 U+1F3FF U+200D U+2642 U+FE0F";"🚣🏿
♂️";"<f0><9f><9a><a3> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman rowing boat";"U+1F6A3 U+200D U+2640 U+FE0F";"🚣
♀️";"<f0><9f><9a><a3> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman rowing boat: light skin tone";"U+1F6A3 U+1F3FB U+200D U+2640 U+FE0F";"🚣🏻
♀️";"<f0><9f><9a><a3> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman rowing boat: medium-light skin tone";"U+1F6A3 U+1F3FC U+200D U+2640 U+FE0F";"🚣🏼
♀️";"<f0><9f><9a><a3> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman rowing boat: medium skin tone";"U+1F6A3 U+1F3FD U+200D U+2640 U+FE0F";"🚣🏽
♀️";"<f0><9f><9a><a3> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman rowing boat: medium-dark skin tone";"U+1F6A3 U+1F3FE U+200D U+2640 U+FE0F";"🚣🏾
♀️";"<f0><9f><9a><a3> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman rowing boat: dark skin tone";"U+1F6A3 U+1F3FF U+200D U+2640 U+FE0F";"🚣🏿
♀️";"<f0><9f><9a><a3> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person swimming";"U+1F3CA";"🏊";"<f0><9f><8f><8a>"
"person swimming: light skin tone";"U+1F3CA U+1F3FB";"🏊🏻";"<f0><9f><8f><8a> <f0><9f><8f><bb>"
"person swimming: medium-light skin tone";"U+1F3CA U+1F3FC";"🏊🏼";"<f0><9f><8f><8a> <f0><9f><8f><bc>"
"person swimming: medium skin tone";"U+1F3CA U+1F3FD";"🏊🏽";"<f0><9f><8f><8a> <f0><9f><8f><bd>"
"person swimming: medium-dark skin tone";"U+1F3CA U+1F3FE";"🏊🏾";"<f0><9f><8f><8a> <f0><9f><8f><be>"
"person swimming: dark skin tone";"U+1F3CA U+1F3FF";"🏊🏿";"<f0><9f><8f><8a> <f0><9f><8f><bf>"
"man swimming";"U+1F3CA U+200D U+2642 U+FE0F";"🏊
♂️";"<f0><9f><8f><8a> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man swimming: light skin tone";"U+1F3CA U+1F3FB U+200D U+2642 U+FE0F";"🏊🏻
♂️";"<f0><9f><8f><8a> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man swimming: medium-light skin tone";"U+1F3CA U+1F3FC U+200D U+2642 U+FE0F";"🏊🏼
♂️";"<f0><9f><8f><8a> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man swimming: medium skin tone";"U+1F3CA U+1F3FD U+200D U+2642 U+FE0F";"🏊🏽
♂️";"<f0><9f><8f><8a> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man swimming: medium-dark skin tone";"U+1F3CA U+1F3FE U+200D U+2642 U+FE0F";"🏊🏾
♂️";"<f0><9f><8f><8a> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man swimming: dark skin tone";"U+1F3CA U+1F3FF U+200D U+2642 U+FE0F";"🏊🏿
♂️";"<f0><9f><8f><8a> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman swimming";"U+1F3CA U+200D U+2640 U+FE0F";"🏊
♀️";"<f0><9f><8f><8a> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman swimming: light skin tone";"U+1F3CA U+1F3FB U+200D U+2640 U+FE0F";"🏊🏻
♀️";"<f0><9f><8f><8a> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman swimming: medium-light skin tone";"U+1F3CA U+1F3FC U+200D U+2640 U+FE0F";"🏊🏼
♀️";"<f0><9f><8f><8a> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman swimming: medium skin tone";"U+1F3CA U+1F3FD U+200D U+2640 U+FE0F";"🏊🏽
♀️";"<f0><9f><8f><8a> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman swimming: medium-dark skin tone";"U+1F3CA U+1F3FE U+200D U+2640 U+FE0F";"🏊🏾
♀️";"<f0><9f><8f><8a> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman swimming: dark skin tone";"U+1F3CA U+1F3FF U+200D U+2640 U+FE0F";"🏊🏿
♀️";"<f0><9f><8f><8a> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person bouncing ball";"U+26F9";"⛹";"<f0><82><9b><b9>"
"person bouncing ball: light skin tone";"U+26F9 U+1F3FB";"⛹🏻";"<f0><82><9b><b9> <f0><9f><8f><bb>"
"person bouncing ball: medium-light skin tone";"U+26F9 U+1F3FC";"⛹🏼";"<f0><82><9b><b9> <f0><9f><8f><bc>"
"person bouncing ball: medium skin tone";"U+26F9 U+1F3FD";"⛹🏽";"<f0><82><9b><b9> <f0><9f><8f><bd>"
"person bouncing ball: medium-dark skin tone";"U+26F9 U+1F3FE";"⛹🏾";"<f0><82><9b><b9> <f0><9f><8f><be>"
"person bouncing ball: dark skin tone";"U+26F9 U+1F3FF";"⛹🏿";"<f0><82><9b><b9> <f0><9f><8f><bf>"
"man bouncing ball";"U+26F9 U+FE0F U+200D U+2642 U+FE0F";"⛹️
♂️";"<f0><82><9b><b9> <f0><8f><b8><8f> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bouncing ball: light skin tone";"U+26F9 U+1F3FB U+200D U+2642 U+FE0F";"⛹🏻
♂️";"<f0><82><9b><b9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bouncing ball: medium-light skin tone";"U+26F9 U+1F3FC U+200D U+2642 U+FE0F";"⛹🏼
♂️";"<f0><82><9b><b9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bouncing ball: medium skin tone";"U+26F9 U+1F3FD U+200D U+2642 U+FE0F";"⛹🏽
♂️";"<f0><82><9b><b9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bouncing ball: medium-dark skin tone";"U+26F9 U+1F3FE U+200D U+2642 U+FE0F";"⛹🏾
♂️";"<f0><82><9b><b9> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bouncing ball: dark skin tone";"U+26F9 U+1F3FF U+200D U+2642 U+FE0F";"⛹🏿
♂️";"<f0><82><9b><b9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman bouncing ball";"U+26F9 U+FE0F U+200D U+2640 U+FE0F";"⛹️
♀️";"<f0><82><9b><b9> <f0><8f><b8><8f> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bouncing ball: light skin tone";"U+26F9 U+1F3FB U+200D U+2640 U+FE0F";"⛹🏻
♀️";"<f0><82><9b><b9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bouncing ball: medium-light skin tone";"U+26F9 U+1F3FC U+200D U+2640 U+FE0F";"⛹🏼
♀️";"<f0><82><9b><b9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bouncing ball: medium skin tone";"U+26F9 U+1F3FD U+200D U+2640 U+FE0F";"⛹🏽
♀️";"<f0><82><9b><b9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bouncing ball: medium-dark skin tone";"U+26F9 U+1F3FE U+200D U+2640 U+FE0F";"⛹🏾
♀️";"<f0><82><9b><b9> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bouncing ball: dark skin tone";"U+26F9 U+1F3FF U+200D U+2640 U+FE0F";"⛹🏿
♀️";"<f0><82><9b><b9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person lifting weights";"U+1F3CB";"🏋";"<f0><9f><8f><8b>"
"person lifting weights: light skin tone";"U+1F3CB U+1F3FB";"🏋🏻";"<f0><9f><8f><8b> <f0><9f><8f><bb>"
"person lifting weights: medium-light skin tone";"U+1F3CB U+1F3FC";"🏋🏼";"<f0><9f><8f><8b> <f0><9f><8f><bc>"
"person lifting weights: medium skin tone";"U+1F3CB U+1F3FD";"🏋🏽";"<f0><9f><8f><8b> <f0><9f><8f><bd>"
"person lifting weights: medium-dark skin tone";"U+1F3CB U+1F3FE";"🏋🏾";"<f0><9f><8f><8b> <f0><9f><8f><be>"
"person lifting weights: dark skin tone";"U+1F3CB U+1F3FF";"🏋🏿";"<f0><9f><8f><8b> <f0><9f><8f><bf>"
"man lifting weights";"U+1F3CB U+FE0F U+200D U+2642 U+FE0F";"🏋️
♂️";"<f0><9f><8f><8b> <f0><8f><b8><8f> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man lifting weights: light skin tone";"U+1F3CB U+1F3FB U+200D U+2642 U+FE0F";"🏋🏻
♂️";"<f0><9f><8f><8b> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man lifting weights: medium-light skin tone";"U+1F3CB U+1F3FC U+200D U+2642 U+FE0F";"🏋🏼
♂️";"<f0><9f><8f><8b> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man lifting weights: medium skin tone";"U+1F3CB U+1F3FD U+200D U+2642 U+FE0F";"🏋🏽
♂️";"<f0><9f><8f><8b> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man lifting weights: medium-dark skin tone";"U+1F3CB U+1F3FE U+200D U+2642 U+FE0F";"🏋🏾
♂️";"<f0><9f><8f><8b> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man lifting weights: dark skin tone";"U+1F3CB U+1F3FF U+200D U+2642 U+FE0F";"🏋🏿
♂️";"<f0><9f><8f><8b> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman lifting weights";"U+1F3CB U+FE0F U+200D U+2640 U+FE0F";"🏋️
♀️";"<f0><9f><8f><8b> <f0><8f><b8><8f> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman lifting weights: light skin tone";"U+1F3CB U+1F3FB U+200D U+2640 U+FE0F";"🏋🏻
♀️";"<f0><9f><8f><8b> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman lifting weights: medium-light skin tone";"U+1F3CB U+1F3FC U+200D U+2640 U+FE0F";"🏋🏼
♀️";"<f0><9f><8f><8b> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman lifting weights: medium skin tone";"U+1F3CB U+1F3FD U+200D U+2640 U+FE0F";"🏋🏽
♀️";"<f0><9f><8f><8b> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman lifting weights: medium-dark skin tone";"U+1F3CB U+1F3FE U+200D U+2640 U+FE0F";"🏋🏾
♀️";"<f0><9f><8f><8b> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman lifting weights: dark skin tone";"U+1F3CB U+1F3FF U+200D U+2640 U+FE0F";"🏋🏿
♀️";"<f0><9f><8f><8b> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person biking";"U+1F6B4";"🚴";"<f0><9f><9a><b4>"
"person biking: light skin tone";"U+1F6B4 U+1F3FB";"🚴🏻";"<f0><9f><9a><b4> <f0><9f><8f><bb>"
"person biking: medium-light skin tone";"U+1F6B4 U+1F3FC";"🚴🏼";"<f0><9f><9a><b4> <f0><9f><8f><bc>"
"person biking: medium skin tone";"U+1F6B4 U+1F3FD";"🚴🏽";"<f0><9f><9a><b4> <f0><9f><8f><bd>"
"person biking: medium-dark skin tone";"U+1F6B4 U+1F3FE";"🚴🏾";"<f0><9f><9a><b4> <f0><9f><8f><be>"
"person biking: dark skin tone";"U+1F6B4 U+1F3FF";"🚴🏿";"<f0><9f><9a><b4> <f0><9f><8f><bf>"
"man biking";"U+1F6B4 U+200D U+2642 U+FE0F";"🚴
♂️";"<f0><9f><9a><b4> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man biking: light skin tone";"U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F";"🚴🏻
♂️";"<f0><9f><9a><b4> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man biking: medium-light skin tone";"U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F";"🚴🏼
♂️";"<f0><9f><9a><b4> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man biking: medium skin tone";"U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F";"🚴🏽
♂️";"<f0><9f><9a><b4> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man biking: medium-dark skin tone";"U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F";"🚴🏾
♂️";"<f0><9f><9a><b4> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man biking: dark skin tone";"U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F";"🚴🏿
♂️";"<f0><9f><9a><b4> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman biking";"U+1F6B4 U+200D U+2640 U+FE0F";"🚴
♀️";"<f0><9f><9a><b4> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman biking: light skin tone";"U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F";"🚴🏻
♀️";"<f0><9f><9a><b4> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman biking: medium-light skin tone";"U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F";"🚴🏼
♀️";"<f0><9f><9a><b4> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman biking: medium skin tone";"U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F";"🚴🏽
♀️";"<f0><9f><9a><b4> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman biking: medium-dark skin tone";"U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F";"🚴🏾
♀️";"<f0><9f><9a><b4> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman biking: dark skin tone";"U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F";"🚴🏿
♀️";"<f0><9f><9a><b4> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person mountain biking";"U+1F6B5";"🚵";"<f0><9f><9a><b5>"
"person mountain biking: light skin tone";"U+1F6B5 U+1F3FB";"🚵🏻";"<f0><9f><9a><b5> <f0><9f><8f><bb>"
